Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
37947308,6166151,19628,1148732,"R13.3 - Creación de modelos predictivos a nivel mundial, aplicando modelos pre-aprendidos en distintas zonas del mundo",1148730,R13.1 - Mejorar la predicción de catástrofes naturales mediante modelos avanzados de IA,43064520,46715354,1148730,1148732,2020-11-18 12:52:12 UTC,2020-11-18 12:52:12 UTC,92.833,"",TRUE,f19315647bf36a2f6eaa8503ae2366a2,ODS13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",http://dasci.es/ia4ods/inter-ods-13.html,FALSE,NA
37947315,6166151,19628,1148731,R13.2 - Tecnologías IoT en sensores parar permitir a la IA hacer predicciones de catástrofes naturales en tiempo real,1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",43064518,46715464,1148731,1148733,2020-11-18 12:52:20 UTC,2020-11-18 12:52:20 UTC,8.288,"",TRUE,f19315647bf36a2f6eaa8503ae2366a2,ODS13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",http://dasci.es/ia4ods/inter-ods-13.html,FALSE,NA
37947319,6166151,19628,1148730,R13.1 - Mejorar la predicción de catástrofes naturales mediante modelos avanzados de IA,1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",43064521,46715472,1148730,1148733,2020-11-18 12:52:23 UTC,2020-11-18 12:52:23 UTC,2.515,"",TRUE,f19315647bf36a2f6eaa8503ae2366a2,ODS13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",http://dasci.es/ia4ods/inter-ods-13.html,FALSE,NA
37947322,6166151,19628,1148732,"R13.3 - Creación de modelos predictivos a nivel mundial, aplicando modelos pre-aprendidos en distintas zonas del mundo",1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",43064522,46715476,1148732,1148733,2020-11-18 12:52:28 UTC,2020-11-18 12:52:28 UTC,4.498,"",TRUE,f19315647bf36a2f6eaa8503ae2366a2,ODS13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",http://dasci.es/ia4ods/inter-ods-13.html,FALSE,NA
37947325,6166151,19628,1148731,R13.2 - Tecnologías IoT en sensores parar permitir a la IA hacer predicciones de catástrofes naturales en tiempo real,1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",43064518,46715480,1148731,1148733,2020-11-18 12:52:31 UTC,2020-11-18 12:52:31 UTC,2.964,"",TRUE,f19315647bf36a2f6eaa8503ae2366a2,ODS13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",http://dasci.es/ia4ods/inter-ods-13.html,FALSE,NA
37947329,6166151,19628,1148730,R13.1 - Mejorar la predicción de catástrofes naturales mediante modelos avanzados de IA,1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",43064523,46715483,1148733,1148730,2020-11-18 12:52:35 UTC,2020-11-18 12:52:35 UTC,3.452,"",TRUE,f19315647bf36a2f6eaa8503ae2366a2,ODS13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",http://dasci.es/ia4ods/inter-ods-13.html,FALSE,NA
37947348,6166151,19628,1148731,R13.2 - Tecnologías IoT en sensores parar permitir a la IA hacer predicciones de catástrofes naturales en tiempo real,1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",43064524,46715487,1148733,1148731,2020-11-18 12:52:50 UTC,2020-11-18 12:52:50 UTC,15.501,"",TRUE,f19315647bf36a2f6eaa8503ae2366a2,ODS13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",http://dasci.es/ia4ods/inter-ods-13.html,FALSE,NA
38119579,6178761,19628,1148732,"R13.3 - Creación de modelos predictivos a nivel mundial, aplicando modelos pre-aprendidos en distintas zonas del mundo",1148734,R13.5 - Realidad Aumentada y Agentes Conversacionales para mejorar la educación Medio ambiental,43064537,46909756,1148732,1148734,2020-11-27 20:24:48 UTC,2020-11-27 20:24:48 UTC,36.802,"",TRUE,cbf8ef66afbced5c4ff3a5ec24260ea7,ODS13,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",DIRECT_VISIT,FALSE,NA
38119580,6178761,19628,1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",1148734,R13.5 - Realidad Aumentada y Agentes Conversacionales para mejorar la educación Medio ambiental,43064531,46909762,1148734,1148733,2020-11-27 20:24:53 UTC,2020-11-27 20:24:53 UTC,4.18,"",TRUE,cbf8ef66afbced5c4ff3a5ec24260ea7,ODS13,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",DIRECT_VISIT,FALSE,NA
38119581,6178761,19628,1148733,"R13.4 - IA para optimizar el tráfico urbano, y reducir así la contaminación, mediante mejoras en las señales de tráfico",1148730,R13.1 - Mejorar la predicción de catástrofes naturales mediante modelos avanzados de IA,43064521,46909763,1148730,1148733,2020-11-27 20:25:19 UTC,2020-11-27 20:25:19 UTC,26.185,"",TRUE,cbf8ef66afbced5c4ff3a5ec24260ea7,ODS13,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",DIRECT_VISIT,FALSE,NA
