Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
39206648,6217401,19764,1152657,"R11.1 - Digital Twins of the main services of the city, to provide ubiquity to the service, better inform the citizen, and monitoring social impact",1152660,R11.4 - Transparency and security in commercial and tax payments through the use of blockchain,43197127,48104226,1152657,1152660,2020-11-30 18:57:15 UTC,2020-11-30 18:57:15 UTC,11.703,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206649,6217401,19764,1152659,R11.3 - Unified management of urban data with Machine Learning,1152658,R11.2 - Virtual reality / augmented reality and mobile apps in the dissemination and inclusive use of city services,43197128,48104227,1152659,1152658,2020-11-30 18:57:29 UTC,2020-11-30 18:57:29 UTC,13.717,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206650,6217401,19764,1152659,R11.3 - Unified management of urban data with Machine Learning,1152660,R11.4 - Transparency and security in commercial and tax payments through the use of blockchain,43197129,48104228,1152660,1152659,2020-11-30 18:57:33 UTC,2020-11-30 18:57:33 UTC,4.022,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206651,6217401,19764,1152659,R11.3 - Unified management of urban data with Machine Learning,1152657,"R11.1 - Digital Twins of the main services of the city, to provide ubiquity to the service, better inform the citizen, and monitoring social impact",43197130,48104229,1152657,1152659,2020-11-30 18:57:36 UTC,2020-11-30 18:57:36 UTC,2.616,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39800587,6243669,19764,1152661,R11.5 - Intelligent action / rescue plans under the support of the IoT to support emergency situations,1152659,R11.3 - Unified management of urban data with Machine Learning,43197132,48753412,1152661,1152659,2020-12-19 13:25:06 UTC,2020-12-19 13:25:06 UTC,6.614,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800588,6243669,19764,1152657,"R11.1 - Digital Twins of the main services of the city, to provide ubiquity to the service, better inform the citizen, and monitoring social impact",1152660,R11.4 - Transparency and security in commercial and tax payments through the use of blockchain,43197133,48753414,1152660,1152657,2020-12-19 13:25:12 UTC,2020-12-19 13:25:12 UTC,5.611,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800589,6243669,19764,1152661,R11.5 - Intelligent action / rescue plans under the support of the IoT to support emergency situations,1152660,R11.4 - Transparency and security in commercial and tax payments through the use of blockchain,43197134,48753415,1152660,1152661,2020-12-19 13:25:17 UTC,2020-12-19 13:25:17 UTC,3.573,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800590,6243669,19764,1152661,R11.5 - Intelligent action / rescue plans under the support of the IoT to support emergency situations,1152658,R11.2 - Virtual reality / augmented reality and mobile apps in the dissemination and inclusive use of city services,43197135,48753416,1152661,1152658,2020-12-19 13:25:20 UTC,2020-12-19 13:25:20 UTC,2.333,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800591,6243669,19764,1152661,R11.5 - Intelligent action / rescue plans under the support of the IoT to support emergency situations,1152660,R11.4 - Transparency and security in commercial and tax payments through the use of blockchain,43197125,48753417,1152661,1152660,2020-12-19 13:25:21 UTC,2020-12-19 13:25:21 UTC,1.268,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800592,6243669,19764,1152659,R11.3 - Unified management of urban data with Machine Learning,1152658,R11.2 - Virtual reality / augmented reality and mobile apps in the dissemination and inclusive use of city services,43197124,48753418,1152658,1152659,2020-12-19 13:25:25 UTC,2020-12-19 13:25:25 UTC,3.407,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
