Record Type,Skip ID,Appearance ID,Session ID,Wikisurvey ID,Left Choice ID,Left Choice Text,Right Choice ID,Right Choice Text,Prompt ID,Reason,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
Bounce,NA,46561807,6156471,19755,1152618,R2.4 - Early Warning Systems to anticipate to risks in safe food sustenance,1152617,R2.3 - Traceable food production and supply under Artificial Intelligence and Blockchain,43196968,NA,2020-11-09 18:43:40 UTC,2020-11-09 18:43:40 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46567668,6157473,19755,1152618,R2.4 - Early Warning Systems to anticipate to risks in safe food sustenance,1152615,R2.1 - Accessible platforms for data integration in agricultural-food production,43196969,NA,2020-11-10 20:47:18 UTC,2020-11-10 20:47:18 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.193 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46714379,6166078,19755,1152619,"R2.5 - Promoting sustainable, healthy and responsible eating across the population",1152617,R2.3 - Traceable food production and supply under Artificial Intelligence and Blockchain,43196970,NA,2020-11-18 12:10:26 UTC,2020-11-18 12:10:26 UTC,NA,"",TRUE,7084ee0dcbfaf0260c30d79615836a52,SDG2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46714401,6166086,19755,1152617,R2.3 - Traceable food production and supply under Artificial Intelligence and Blockchain,1152618,R2.4 - Early Warning Systems to anticipate to risks in safe food sustenance,43196971,NA,2020-11-18 12:30:38 UTC,2020-11-18 12:30:38 UTC,NA,"",TRUE,7084ee0dcbfaf0260c30d79615836a52,SDG2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46901128,6176389,19755,1152617,R2.3 - Traceable food production and supply under Artificial Intelligence and Blockchain,1152615,R2.1 - Accessible platforms for data integration in agricultural-food production,43196972,NA,2020-11-25 21:48:28 UTC,2020-11-25 21:48:28 UTC,NA,"",TRUE,0ce6b8391e9c96ba102bee0fd9abfbba,SDG2,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),REFERRER_NOT_FOUND,FALSE,NA
Stopped_Voting_Or_Skipping,NA,48103924,6217373,19755,1152615,R2.1 - Accessible platforms for data integration in agricultural-food production,1152619,"R2.5 - Promoting sustainable, healthy and responsible eating across the population",43196973,NA,2020-11-30 18:45:50 UTC,2020-11-30 18:45:50 UTC,NA,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
Bounce,NA,48163474,6220011,19755,1152617,R2.3 - Traceable food production and supply under Artificial Intelligence and Blockchain,1152616,R2.2 - Equality-aware decisions for food sustenance through governance and Big Data,43196975,NA,2020-12-02 07:42:31 UTC,2020-12-02 07:42:31 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Skip,2670264,48460634,6228651,19755,1152617,R2.3 - Traceable food production and supply under Artificial Intelligence and Blockchain,1152618,R2.4 - Early Warning Systems to anticipate to risks in safe food sustenance,43196971,like_both,2020-12-08 13:46:59 UTC,2020-12-08 13:46:59 UTC,6.005,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
Stopped_Voting_Or_Skipping,NA,48460648,6228651,19755,1152618,R2.4 - Early Warning Systems to anticipate to risks in safe food sustenance,1152615,R2.1 - Accessible platforms for data integration in agricultural-food production,43196969,NA,2020-12-08 13:47:16 UTC,2020-12-08 13:47:16 UTC,NA,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
Stopped_Voting_Or_Skipping,NA,48753339,6243659,19755,1152618,R2.4 - Early Warning Systems to anticipate to risks in safe food sustenance,1152615,R2.1 - Accessible platforms for data integration in agricultural-food production,43196969,NA,2020-12-19 13:18:37 UTC,2020-12-19 13:18:37 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
