Wikisurvey ID,Idea ID,Idea Text,Wins,Losses,Times involved in Cant Decide,Score,User Submitted,Session ID,Created at,Last Activity,Active,Appearances on Left,Appearances on Right,Info
19606,1148203,R2.4 - Sistemas de alerta temprana para anticiparse a riesgos en el sustento alimentario seguro,75,46,3,61.7886,FALSE,6143730,2020-10-26 16:02:38 UTC,2021-01-06 10:25:27 UTC,TRUE,74,100,NA
19606,1148204,"R2.5 - Promover una alimentación sostenible, saludable y responsable en la población",64,58,2,52.4194,FALSE,6143730,2020-10-26 16:02:38 UTC,2021-01-07 17:52:07 UTC,TRUE,99,70,NA
19606,1148200,R2.1 - Plataformas accesibles de integración de datos sobre producción agroalimentaria,49,47,1,51.0204,FALSE,6143730,2020-10-26 16:02:38 UTC,2021-01-07 17:52:10 UTC,TRUE,66,75,NA
19606,1148202,R2.3 - Producción y suministro de alimento trazables bajo Inteligencia Artificial y Blockchain,41,58,1,41.5842,FALSE,6143730,2020-10-26 16:02:38 UTC,2021-01-07 17:52:10 UTC,TRUE,79,63,NA
19606,1148201,R2.2 - Decisiones equitativas para el sustento alimentario mediante gobernanza y Big Data,36,56,3,39.3617,FALSE,6143730,2020-10-26 16:02:38 UTC,2021-01-07 17:52:01 UTC,TRUE,64,74,NA
