Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
39206644,6217400,19763,1152653,R10.1 - Personalized digital banking against the economic breach,1152656,R10.4 - Support for small and medium enterprises in digital resources for globalization and competitive advantage,43197115,48104221,1152653,1152656,2020-11-30 18:56:38 UTC,2020-11-30 18:56:38 UTC,9.924,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206645,6217400,19763,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,1152656,R10.4 - Support for small and medium enterprises in digital resources for globalization and competitive advantage,43197116,48104222,1152656,1152655,2020-11-30 18:56:44 UTC,2020-11-30 18:56:44 UTC,4.996,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206646,6217400,19763,1152653,R10.1 - Personalized digital banking against the economic breach,1152656,R10.4 - Support for small and medium enterprises in digital resources for globalization and competitive advantage,43197113,48104223,1152656,1152653,2020-11-30 18:56:48 UTC,2020-11-30 18:56:48 UTC,4.112,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206647,6217400,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152653,R10.1 - Personalized digital banking against the economic breach,43197114,48104224,1152654,1152653,2020-11-30 18:56:53 UTC,2020-11-30 18:56:53 UTC,5.172,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39546639,6229187,19763,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,43197118,48468792,1152654,1152655,2020-12-09 02:22:43 UTC,2020-12-09 02:22:43 UTC,18.342,"",FALSE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
39546644,6229187,19763,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,1152653,R10.1 - Personalized digital banking against the economic breach,43197119,48468807,1152653,1152655,2020-12-09 02:22:52 UTC,2020-12-09 02:22:52 UTC,8.487,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
39546645,6229187,19763,1152653,R10.1 - Personalized digital banking against the economic breach,1152656,R10.4 - Support for small and medium enterprises in digital resources for globalization and competitive advantage,43197113,48468812,1152656,1152653,2020-12-09 02:22:55 UTC,2020-12-09 02:22:55 UTC,3.353,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
39546646,6229187,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197118,48468813,1152654,1152655,2020-12-09 02:23:00 UTC,2020-12-09 02:23:00 UTC,3.695,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
39546647,6229187,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197118,48468814,1152654,1152655,2020-12-09 02:23:02 UTC,2020-12-09 02:23:02 UTC,2.317,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
39546648,6229187,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197118,48468815,1152654,1152655,2020-12-09 02:23:03 UTC,2020-12-09 02:23:03 UTC,0.768,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
39546649,6229187,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197118,48468816,1152654,1152655,2020-12-09 02:23:04 UTC,2020-12-09 02:23:04 UTC,0.663,"",TRUE,3f3f5d8aaba588da78f13a7c43d6f69c,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",http://dasci.es/,FALSE,NA
39800578,6243668,19763,1152653,R10.1 - Personalized digital banking against the economic breach,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197112,48753402,1152655,1152653,2020-12-19 13:24:28 UTC,2020-12-19 13:24:28 UTC,36.785,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800579,6243668,19763,1152656,R10.4 - Support for small and medium enterprises in digital resources for globalization and competitive advantage,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197120,48753403,1152655,1152656,2020-12-19 13:24:36 UTC,2020-12-19 13:24:36 UTC,6.419,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800580,6243668,19763,1152653,R10.1 - Personalized digital banking against the economic breach,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,43197114,48753404,1152654,1152653,2020-12-19 13:24:38 UTC,2020-12-19 13:24:38 UTC,1.959,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800581,6243668,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152656,R10.4 - Support for small and medium enterprises in digital resources for globalization and competitive advantage,43197121,48753405,1152654,1152656,2020-12-19 13:24:40 UTC,2020-12-19 13:24:40 UTC,1.941,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800582,6243668,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197118,48753406,1152654,1152655,2020-12-19 13:24:42 UTC,2020-12-19 13:24:42 UTC,1.662,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800583,6243668,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152653,R10.1 - Personalized digital banking against the economic breach,43197114,48753407,1152654,1152653,2020-12-19 13:24:43 UTC,2020-12-19 13:24:43 UTC,1.295,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800584,6243668,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152656,R10.4 - Support for small and medium enterprises in digital resources for globalization and competitive advantage,43197122,48753408,1152656,1152654,2020-12-19 13:24:46 UTC,2020-12-19 13:24:46 UTC,2.009,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800585,6243668,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197118,48753409,1152654,1152655,2020-12-19 13:24:48 UTC,2020-12-19 13:24:48 UTC,2.041,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800586,6243668,19763,1152654,R10.2 - Smart technologies to promote non-discriminatory citizen participation,1152655,R10.3 - Analysis of social polarization in social networks to combat discriminatory behaviors,43197118,48753410,1152654,1152655,2020-12-19 13:24:49 UTC,2020-12-19 13:24:49 UTC,1.332,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
