Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
39206611,6217394,19761,1152645,"R8.2 - Efficient and productive innovation for economic growth, with special emphasis on generating added value and new products and services",1152646,R8.3 - Universal access to the internet and computers as a basis for access to banking services and other credit and tax processing services,43197084,48104078,1152645,1152646,2020-11-30 18:53:48 UTC,2020-11-30 18:53:48 UTC,143.818,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206615,6217394,19761,1152647,R8.4 - Ensure that raw materials for electronics and digital technologies do not come from slave labor,1152646,R8.3 - Universal access to the internet and computers as a basis for access to banking services and other credit and tax processing services,43197085,48104182,1152647,1152646,2020-11-30 18:53:52 UTC,2020-11-30 18:53:52 UTC,3.794,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206620,6217394,19761,1152644,R8.1 - Updated education systems and fight against digital breach,1152646,R8.3 - Universal access to the internet and computers as a basis for access to banking services and other credit and tax processing services,43197086,48104186,1152646,1152644,2020-11-30 18:53:57 UTC,2020-11-30 18:53:57 UTC,4.604,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39206624,6217394,19761,1152644,R8.1 - Updated education systems and fight against digital breach,1152646,R8.3 - Universal access to the internet and computers as a basis for access to banking services and other credit and tax processing services,43197086,48104191,1152646,1152644,2020-11-30 18:54:01 UTC,2020-11-30 18:54:01 UTC,3.864,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
39800563,6243666,19761,1152646,R8.3 - Universal access to the internet and computers as a basis for access to banking services and other credit and tax processing services,1152647,R8.4 - Ensure that raw materials for electronics and digital technologies do not come from slave labor,43197088,48753385,1152646,1152647,2020-12-19 13:22:39 UTC,2020-12-19 13:22:39 UTC,3.677,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800564,6243666,19761,1152644,R8.1 - Updated education systems and fight against digital breach,1152645,"R8.2 - Efficient and productive innovation for economic growth, with special emphasis on generating added value and new products and services",43197082,48753386,1152644,1152645,2020-12-19 13:22:41 UTC,2020-12-19 13:22:41 UTC,1.789,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800565,6243666,19761,1152644,R8.1 - Updated education systems and fight against digital breach,1152646,R8.3 - Universal access to the internet and computers as a basis for access to banking services and other credit and tax processing services,43197086,48753387,1152646,1152644,2020-12-19 13:22:43 UTC,2020-12-19 13:22:43 UTC,1.682,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800566,6243666,19761,1152646,R8.3 - Universal access to the internet and computers as a basis for access to banking services and other credit and tax processing services,1152645,"R8.2 - Efficient and productive innovation for economic growth, with special emphasis on generating added value and new products and services",43197084,48753388,1152645,1152646,2020-12-19 13:22:44 UTC,2020-12-19 13:22:44 UTC,1.633,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800567,6243666,19761,1152647,R8.4 - Ensure that raw materials for electronics and digital technologies do not come from slave labor,1152645,"R8.2 - Efficient and productive innovation for economic growth, with special emphasis on generating added value and new products and services",43197083,48753389,1152645,1152647,2020-12-19 13:22:53 UTC,2020-12-19 13:22:53 UTC,7.577,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
39800568,6243666,19761,1152647,R8.4 - Ensure that raw materials for electronics and digital technologies do not come from slave labor,1152645,"R8.2 - Efficient and productive innovation for economic growth, with special emphasis on generating added value and new products and services",43197089,48753390,1152647,1152645,2020-12-19 13:22:55 UTC,2020-12-19 13:22:55 UTC,2.13,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",DIRECT_VISIT,FALSE,NA
